user_id,item_list
1664,136 14339 15379 23218 18980 1284 2631 7147 24591 917
1665,17877 25407 10467 23154 6734 5979 2426 9673 8909 10563
1666,1397 3506 10592 7553 6319 12839 12257 15275 24677 11848
1667,8769 11083 20304 10337 4960 17233 8817 16171 24070 6691
1668,9703 7700 23448 25057 21968 19379 7369 10409 21274 13413
1669,17124 7412 1044 1237 19695 1998 6887 17991 14085 22095
1670,7259 13424 17512 23433 5424 14477 13231 25923 5032 16931
1671,18804 18293 7337 22128 946 22750 6294 21943 942 7619
1672,6294 22750 20749 5185 22128 6628 18293 9684 22991 16537
1673,11358 5078 7585 13073 7494 5768 9209 19874 5832 2459
1674,16954 14317 25356 22930 20894 18137 2369 4352 1999 12748
1675,8097 12914 15150 22517 18263 14706 9301 8491 8322 4878
1676,25675 24075 9438 25242 10269 22554 2612 7866 1115 18323
1677,25675 13711 3736 3551 11340 8491 17860 7553 11959 9930
1678,2306 6943 8851 6532 13768 5532 20182 19395 23421 22876
1679,19875 11533 3737 25407 13586 15169 20974 8860 25133 4541
1680,414 5577 885 10199 19045 18817 17687 7472 23590 22835
1681,13893 4281 15777 5235 17681 17624 20829 10240 18537 15188
1682,18190 15327 5717 13541 12341 7885 23258 23536 15335 20261
1683,2426 23154 15691 9555 10594 23141 10834 16928 6327 1583
1684,15903 17546 18636 15562 15196 20841 5150 7144 17218 15234
1685,25407 22554 24075 9438 23154 10834 10594 15691 12923 10269
1686,11229 2483 13926 23683 9781 3951 13330 10168 25956 25693
1687,12992 17026 2236 23239 16651 25674 7063 18317 11904 7908
1688,22554 24075 9438 12923 18293 5942 10269 10786 12061 9851
1689,18222 12142 15686 10269 5150 10766 12319 5203 10928 3261
1690,3551 17860 15298 3547 12996 7487 8491 25675 22350 4296
1691,15052 13508 1898 18060 12227 7965 16641 10833 24586 9431
1692,24577 12914 10753 22932 4549 24881 17819 5952 7742 25407
1693,25407 22121 4257 10491 8990 15196 15234 12601 10653 7095
1694,12061 9591 25675 8811 1863 10786 5717 8538 24472 2333
1695,22554 5942 12061 18293 8538 10554 12923 1158 16736 9851
1696,4502 14684 18419 24355 10418 5581 1714 17668 15363 1055
1697,8544 466 1863 11452 9591 22511 21698 773 16684 2267
1698,23457 18190 24756 4620 2432 20750 5717 9556 7274 2300
1699,22043 4584 994 19704 14920 22654 19536 4218 15030 9022
1700,11356 7639 22473 13764 525 19922 476 5859 14593 17633
1701,7965 18859 12227 24475 8896 8529 14354 18499 19158 18065
1702,12914 4549 4147 5469 21061 13887 14706 13294 9301 681
1703,12158 8558 13424 919 10723 19741 4817 8709 8429 17954
1704,22165 12139 6953 22395 6988 13506 20302 1047 15436 12749
1705,8690 12033 7709 15925 6684 21947 1479 21415 21055 19997
1706,25013 471 11979 2840 15959 19908 3418 20373 6612 11854
1707,3812 16577 6446 7095 21355 19033 13703 11578 13020 16617
1708,10595 5248 8363 8662 9921 22457 11925 4825 3406 12777
1709,11295 6446 5044 15691 8990 16577 25407 5497 15196 12552
1710,14684 4502 18419 7883 24355 1714 20308 17668 15363 10418
1711,24075 10269 25675 22554 5942 8538 3803 15564 19401 1888
1712,8920 16180 4966 749 10122 21223 2996 4771 15665 21859
1713,25407 15691 2426 1583 10834 10594 12818 6734 9701 10981
1714,23086 22079 11527 21042 10311 7583 21373 21542 24874 18263
1715,3627 18893 13764 9426 18045 22584 1440 17885 9602 9591
1716,4147 9090 22121 5469 16651 13294 3744 14141 8375 2236
1717,16975 1530 217 22730 2906 21062 18344 6088 23937 15486
1718,19114 18528 10450 4796 11792 3518 11067 1051 1757 7997
1719,15459 9337 18528 20726 22646 14373 14912 6088 13297 23457
1720,4147 502 16651 19769 13887 15572 681 1869 25407 1846
1721,20308 15636 16465 15562 18997 18317 12158 15687 24109 24075
1722,7494 19089 2665 23600 20095 19480 12409 17723 19709 3165
1723,15903 25407 5044 17546 20410 9370 6446 20841 16577 13081
1724,25242 13294 681 18317 18461 22554 6076 8894 6607 16651
1725,23457 10788 3748 18790 2432 14237 17203 20035 21408 454
1726,17820 57 18122 18569 4803 5412 8373 10807 17284 6897
1727,8062 9398 8079 9403 16717 8680 1329 18245 11862 23015
1728,21373 12214 12714 23086 5952 4257 12759 8097 11713 19150
1729,22085 9337 976 10912 5435 21450 1625 13939 4775 2034
1730,20034 1051 24224 217 3035 24964 12983 19781 17065 9851
1731,9438 10269 25675 7494 4502 8894 24355 5942 25013 14684
1732,7847 16810 21297 15997 3251 5936 2541 11383 23841 10904
1733,2426 10594 15691 9555 25596 6327 6734 654 15903 20969
1734,15234 7109 25868 18419 24355 7450 1634 18987 2972 20046
1735,25596 3737 13136 654 19875 3580 6708 15169 2118 4541
1736,12486 157 2573 17080 15877 8103 21555 13904 22189 25675
1737,7851 6461 12158 6790 14769 16446 8709 13424 21399 2131
1738,13686 11357 8987 14253 19220 14634 3905 13867 9548 1211
1739,4620 2868 18190 9029 13541 12341 15459 23457 15327 11803
1740,13764 17206 18893 1440 24328 11987 12694 1387 11174 16112
1741,19468 4909 8990 191 5218 32 15960 2012 6789 15729
1742,24484 24093 8064 17820 8304 18122 5412 4803 24042 3997
1743,6860 2235 18285 3045 24075 1203 12614 12629 13162 601
1744,17819 14706 4878 4549 8322 25407 1577 11535 9301 20146
1745,8709 13424 15903 14488 24075 13231 3456 5905 22554 17545
1746,8740 19089 23572 24128 11900 6198 7094 7494 8894 2665
1747,22313 20212 19007 25458 1803 7839 24546 23285 18427 14104
1748,5923 14444 3830 21561 14353 19841 1410 1154 2147 11733
1749,19875 11533 22801 20308 14684 25407 13663 3580 20863 5952
1750,10979 21552 5717 19922 3348 24070 11716 16179 12742 6674
1751,24075 22554 9438 5942 12923 18293 10269 25260 10786 12061
1752,24075 25675 10269 5942 22554 23799 13091 1888 12061 19089
1753,6383 24383 19028 7012 6985 7979 13573 23807 12670 8603
1754,11533 6708 13870 13663 5952 25596 15169 17951 8147 4366
1755,10269 9438 25675 25407 2426 12061 5942 22554 19089 9851
1756,9050 22359 12293 25903 409 24405 16996 24764 10212 14777
1757,17036 3659 17466 25195 14100 4762 19242 7905 25078 865
1758,23794 4964 8446 6146 7433 868 7710 7660 14792 6338
1759,5942 7494 19709 12061 9851 20146 10786 2665 23481 8894
1760,5522 20095 16630 25407 15691 18930 19089 20146 17787 17723
1761,25407 2426 6734 10594 1583 12214 4604 17156 10834 7583
1762,10594 25407 13711 16906 2426 1583 25138 15691 9555 17156
1763,7599 25443 13433 13552 23067 1712 4152 3716 1998 6419
1764,24355 4502 19874 18419 20308 17668 15234 20553 10418 5581
1765,9446 290 983 25407 2643 23154 10594 20969 5966 15691
1766,25675 19564 942 22189 25230 22554 10358 13588 3305 695
1767,16670 20449 23777 11881 6202 16816 17669 3661 18946 17566
1768,21552 22554 12061 24075 22356 23711 8811 10786 9851 4966
1769,22594 20416 17156 23398 3656 139 14354 8990 823 6446
1770,4384 18245 8062 23370 14727 8079 17976 14743 1329 271
1771,19480 21552 24075 23600 19089 17760 13797 8544 14291 20108
1772,9851 7997 10450 21854 23711 2333 24561 9337 3518 5717
1773,20586 25902 19922 10979 9732 14593 5859 9602 22584 13082
1774,2996 6781 8920 4966 7902 10036 19094 24340 749 22955
1775,15958 15959 9448 7835 10322 17802 13758 24537 8667 15257
1776,20308 16309 3485 20841 25513 14741 7109 9171 1095 3019
1777,25675 5942 22554 12061 23799 8538 10786 19089 15564 9851
1778,25495 14321 9851 24596 25913 2879 11798 8054 9591 18122
1779,10999 24375 11130 3745 3986 7583 19189 16439 9684 9216
1780,13294 7063 18317 18984 2236 324 22121 22897 22464 8894
1781,10162 7049 2001 23651 16991 13226 11848 484 7752 6014
1782,24075 9851 10786 18984 25675 8811 9438 10269 16630 22554
1783,1863 8251 4927 8544 4966 19393 2996 4940 533 829
1784,24093 7471 15764 18122 8304 22292 5412 3997 24484 5750
1785,2118 24278 11533 4982 6708 3737 15169 15259 8860 25596
1786,8097 2426 20146 15691 19089 25596 20095 14706 17819 12602
1787,7494 17723 2665 23600 10829 22402 11900 20146 24300 14648
1788,25407 10269 8990 23154 1848 13928 2606 10834 9438 6473
1789,15691 10834 1583 9322 17156 8316 16906 4980 21920 25138
1790,23858 11899 22121 25779 7836 20565 10537 21260 9649 2210
1791,4147 316 19769 20422 19332 8986 8925 14141 5469 588
1792,20065 13424 13789 16505 21321 8300 9138 13231 8654 8709
1793,11533 22801 25596 5899 13870 16105 2962 4366 1085 17951
1794,22342 6228 256 7990 15330 21802 4733 11597 14301 3560
1795,13764 10979 1863 2697 24597 18893 9591 19922 6426 3009
1796,8544 11737 14023 4209 16685 6599 11436 22181 24410 14773
1797,12745 3217 20862 4874 17494 20230 3501 2056 5960 19066
1798,9319 23697 3037 459 20300 8709 5032 15559 12048 18793
1799,4620 24075 10269 20496 13118 9438 3460 11476 11606 13562
1800,2426 23154 10834 22010 1056 6734 17156 11991 13136 8316
1801,23154 10594 9555 10834 25675 8097 10792 16906 25138 10981
1802,24546 5076 12087 25526 20914 17915 13810 3658 15664 377
1803,16849 2240 18151 1415 4007 15603 23037 3804 8517 7964
1804,5469 3497 4147 3744 8986 21061 1869 25407 502 19769
1805,18119 13012 2692 24718 9574 3428 20706 16235 8224 11788
1806,13374 16544 21547 20353 6893 18021 15579 1942 10432 18940
1807,9591 1863 14385 8920 9311 4940 25682 22645 5468 4100
1808,21552 20148 14023 24410 11452 20496 11384 13797 8920 7639
1809,4502 14684 5581 18419 7883 5078 20308 24355 17637 17668
1810,8544 22511 20148 1863 24410 14023 24621 2996 25201 4927
1811,21857 9327 8769 8268 17668 20308 8544 11404 16786 17739
1812,18293 561 25675 15790 22128 12923 22554 22750 5380 5185
1813,24075 9438 12923 3803 12061 10786 7202 19401 15564 25260
1814,11792 9050 9218 22646 21854 9029 15327 13030 22359 19180
1815,3037 497 8709 20146 9769 18793 12048 13609 22548 7267
1816,7965 16641 18859 8611 6907 13508 13381 24475 18164 1005
1817,9438 25675 5942 12061 22554 9851 10786 23799 19089 25407
1818,23154 15691 9555 1583 10834 6734 7991 17156 6327 12818
1819,21297 25539 11969 1153 9060 6014 18949 11848 5936 22635
1820,14877 13226 13294 13845 2174 18798 3656 10467 11295 8894
1821,7850 24163 11979 23280 4010 2985 25457 23362 9174 4978
1822,9079 12563 8395 19429 4263 6163 2304 15990 21653 16324
1823,4927 1447 15830 23909 25203 12734 8544 18406 7601 11658
1824,24070 1020 12182 2238 24423 8990 16772 10594 2426 6734
1825,4048 5724 16860 17132 21879 11775 23875 21421 21755 3575
1826,1863 2996 4940 10036 21859 8920 6781 8560 13628 24340
1827,11137 15959 11557 1739 1628 4089 2127 8692 19908 17520
1828,24093 18122 17284 3997 7471 15764 5412 8304 16218 24484
1829,4423 12195 17561 201 8758 24885 10762 16897 23255 6895
1830,1282 4421 6572 20480 17520 17610 13443 10745 12774 18305
1831,14684 15207 17133 20553 1258 4502 21697 7886 6612 3877
1832,25407 6734 10792 10834 12050 8316 15691 18392 16906 1583
1833,11114 6329 25860 4112 2159 16794 10919 20046 13731 22616
1834,341 5284 24985 913 24033 14188 14964 13170 7323 4781
1835,10269 9438 25675 12061 5942 22554 9851 10786 23799 18293
1836,21691 25342 23975 11623 17768 1959 16480 12616 4229 1853
1837,19089 23600 7494 2665 17723 18984 19480 11658 20095 12409
1838,2426 15691 23154 9555 7095 10834 12818 10981 6327 13711
1839,8750 15906 2450 5191 18977 17996 10990 12170 23923 12587
1840,2426 15691 9555 23154 22554 5044 1583 24075 4878 12818
1841,8466 3824 1032 17129 7523 22119 18323 16350 1074 8463
1842,16630 19089 18984 20095 23481 11091 18317 8894 12409 20146
1843,8396 13763 10747 15903 12158 10328 13742 19518 15636 12206
1844,1863 8544 21552 20108 2996 4966 13628 20275 9243 24410
1845,25071 21583 18293 4560 16083 21552 20031 4336 8544 942
1846,9155 6446 15271 18500 12719 18499 17013 6799 695 11043
1847,21859 1863 8920 19094 6781 21552 15906 9591 6088 10036
1848,18579 4395 16153 13102 18880 4398 3107 3926 22494 14356
1849,12038 20438 9699 4846 23270 6151 3010 15743 20154 25205
1850,3037 25596 5952 497 8709 19875 6708 8834 18793 25769
1851,1547 15896 5084 17586 7426 20460 23269 10994 16499 16266
1852,6239 14978 19480 12710 21552 8158 7474 5562 773 19398
1853,10667 23960 11185 20078 10364 2910 8462 7179 23048 19087
1854,3561 24477 15243 14494 491 4629 13852 3326 25160 1531
1855,23154 4927 10834 4502 2075 3508 6878 20108 21629 10073
1856,17245 5913 12839 23325 7302 21451 18521 1837 3251 2541
1857,5263 7117 15959 16798 3895 18980 4081 2665 24182 23924
1858,16726 17908 4184 15733 8392 14190 23405 25034 12381 3579
1859,2972 375 3941 10703 13154 12187 15825 13084 4524 7426
1860,23530 7632 1942 4256 18940 12099 17912 23179 10801 5756
1861,10269 3037 25675 8709 13424 13993 51 497 9769 13609
1862,9851 773 13118 10786 8811 12061 4209 7992 16083 25675
1863,22390 4166 8470 584 24312 13253 12134 23300 9222 18164
1864,10994 9741 25083 15636 6629 19536 25712 18106 5084 1492
1865,23737 17680 24289 23777 620 3631 16670 13890 15263 2896
1866,5464 2404 3108 22497 9409 1132 3059 6239 275 15262
1867,1863 8560 18122 7266 8251 13628 21552 11730 962 1960
1868,13552 5284 341 17130 11623 13433 19007 16124 19258 1205
1869,25407 23154 2426 6734 22121 9555 15691 3812 5044 7995
1870,1863 18122 17820 22645 1947 24484 3997 15764 24093 22845
1871,9703 4603 9591 13413 7036 10413 24596 207 22504 14115
1872,16365 15124 8712 4502 25201 10749 1816 16116 14879 11832
1873,18122 15881 9591 11153 14605 14982 1947 3997 10807 17820
1874,8560 1863 9591 18122 15982 13628 22645 19874 4502 14684
1875,20061 4336 25169 3619 21030 22971 12138 8541 2932 2811
1876,6414 15881 18122 1477 17876 9591 4979 950 22845 9073
1877,14134 10420 19832 6011 6166 23410 15082 16908 19318 21001
1878,14684 22653 19874 24355 5581 18419 20308 7883 4257 1714
1879,1579 20335 16200 19252 486 14236 3449 815 13070 11876
1880,24075 22554 9438 12061 10786 9851 5942 12923 10269 22750
1881,23774 5952 25596 6708 22129 3737 11533 8860 19875 13503
1882,22554 7728 18145 24075 16902 21469 19682 13375 13465 6357
1883,14684 4502 20308 6612 19874 10418 6329 19879 17668 4257
1884,9090 6018 24747 6860 24663 11879 7109 24533 15146 11295
1885,21552 19062 12972 8704 15490 7639 22657 773 9943 16179
1886,19875 11533 3737 23383 25133 8860 8984 20974 2789 4541
1887,305 25623 16987 22288 4088 12274 25689 7762 23304 22624
1888,12099 13374 20353 9371 16257 2453 11278 7412 23530 5078
1889,4502 18512 5768 1499 19874 4152 10769 20888 7883 21423
1890,9591 1863 15764 9018 2996 17820 11549 5468 21005 24093
1891,7494 3037 2665 19089 12409 20146 5032 19709 12158 25407
1892,24075 22554 10786 12061 5942 10269 18293 3803 15564 8538
1893,5717 15327 18190 12341 13541 9284 7885 11764 921 23457
1894,22121 6198 19089 17723 18317 23600 20146 20095 14721 7494
1895,25407 2426 23154 13711 1583 23141 18452 10834 18392 10594
1896,14684 304 7993 4032 96 8593 11194 24355 19007 21912
1897,22539 20496 20391 24873 14234 13219 17858 24356 23299 25432
1898,10834 19089 10594 7494 24577 8894 1583 4502 18984 11091
1899,2281 4937 20038 13810 19007 6600 8118 11702 24546 1853
1900,22334 13693 24805 22643 24481 20308 25013 20553 17478 18966
1901,9041 24425 3092 6667 20948 19873 17894 11990 5157 12356
1902,15234 24355 13303 15903 20046 15778 17668 10073 7109 15562
1903,22010 18452 10792 23154 10834 22848 18392 8316 2426 1014
1904,8304 24093 17820 8064 15764 57 24109 4803 18569 13074
1905,13912 6797 7012 3669 4337 17541 7752 20920 25545 12700
1906,24710 25500 122 5180 6186 6 24418 19703 13042 24985
1907,21467 4338 2597 2251 16300 10617 25063 9878 5544 4482
1908,15069 1043 9359 4272 9343 1811 10901 22930 16118 13354
1909,17248 20321 8062 12083 22662 25767 22500 14727 4384 9398
1910,25675 3803 5044 18317 16629 10269 1240 4241 23485 19564
1911,24484 15764 8064 10807 17820 18122 5412 9591 4668 3997
1912,6926 9050 14418 10789 25903 14746 23408 6894 6088 6754
1913,6239 23956 3804 14019 3768 19548 25068 23031 14936 9438
1914,14462 17525 4542 8538 10026 18909 1591 24534 20874 13087
1915,21016 16000 3107 18173 16153 12100 17604 5246 13102 4395
1916,2996 9591 4940 13541 10036 17705 24340 6088 21552 2868
1917,11465 16560 8151 16127 11736 13384 14140 7280 8920 22591
1918,1738 22329 24583 17055 2398 22245 23611 4530 1444 11872
1919,13855 11341 4030 9591 2373 25713 20043 9117 18557 16628
1920,19346 15234 21761 16363 15535 15196 22121 14684 19089 14963
1921,19996 22310 16373 8579 20666 14960 15012 11729 12972 16973
1922,24075 9851 10786 25675 9438 8811 773 23711 11792 10269
1923,25951 6446 12724 11820 21147 19026 13226 484 23154 1583
1924,20894 9456 18137 16954 13159 25553 14295 6003 20539 20220
1925,18512 14684 24355 20308 17668 24481 4502 24197 2139 6612
1926,11533 25133 3737 6708 5952 8860 22801 14660 15169 4366
1927,2647 16097 18479 16727 20165 3845 20404 12523 2358 10107
1928,2996 6781 19094 4966 15906 24340 6265 8920 11797 23909
1929,19468 16772 22372 32 2837 8990 7095 14814 17229 24143
1930,24484 9950 10269 19668 8304 15764 908 15583 24075 13472
1931,10594 16810 25138 15691 2426 7727 15997 13711 9555 25539
1932,11623 1745 7604 23324 24415 19007 23975 8622 13433 17565
1933,19007 1205 18343 12230 158 20857 7839 18115 8805 21624
1934,12061 9851 24075 25675 1863 10786 23299 18122 9050 13118
1935,12663 5259 4919 19225 16551 20226 13138 18561 6198 14653
1936,6197 18871 24075 22500 3346 10834 14684 6329 8316 25138
1937,25596 6708 11533 8860 6212 3737 20289 17209 10269 4366
1938,18368 21072 101 4296 25675 12996 7553 21180 24068 10586
1939,9591 8560 21552 4940 12801 8920 14385 24093 21005 17820
1940,25479 1461 1185 2906 24495 17426 22058 16975 6654 12609
1941,23127 8811 11792 19180 22646 18246 21854 9315 22483 9337
1942,24075 9438 12923 14595 25463 4512 12061 22750 15564 10786
1943,11681 5942 9438 6901 7964 9345 22500 7395 25693 13207
1944,10017 18949 11645 20325 19857 25807 5195 10619 3188 8446
1945,8544 1863 466 18293 9591 22511 20496 24751 4966 11452
1946,17517 17586 15903 5272 5815 25712 21674 1547 9092 20460
1947,2001 17013 13226 20688 22226 23651 21021 6446 20691 5497
1948,8850 12964 21201 24656 24541 5661 8097 13421 14905 3157
1949,19089 17723 6198 7494 12409 16630 19709 20146 22129 20095
1950,19480 19709 16375 23799 17760 14291 5965 14895 18610 881
1951,4620 8251 12684 7601 9591 962 15327 5717 1863 17514
1952,6781 10293 14978 9847 21527 7885 12550 17462 2060 11716
1953,2426 15691 23154 9555 10834 6734 23141 13711 9701 6327
1954,4940 2996 21552 4966 13541 2868 15459 21062 2333 23536
1955,21099 15453 15271 22226 6125 15196 16793 22873 14480 13226
1956,12494 6915 4927 8251 8544 7601 9243 3047 21975 24561
1957,16897 201 10762 8758 3117 23255 12327 3462 12845 6076
1958,15469 2523 15903 17681 17799 5235 20997 21693 13532 17517
1959,18122 24093 8304 24484 15764 17284 3997 17820 2462 4979
1960,12061 24075 9851 25675 9438 22554 23711 5717 19401 13118
1961,15234 678 17053 1316 11344 10832 8048 18987 7333 3856
1962,10269 6088 5717 25675 18190 23536 12061 15327 12341 15459
1963,22820 15234 11467 16394 4382 1906 13911 4768 10139 3037
1964,13764 1967 24328 10979 16281 2751 9602 19922 3464 2697
1965,16336 3803 18076 23136 8097 5044 23424 22554 21747 15081
1966,14903 9438 10363 12061 20964 13463 5942 22807 23457 4369
1967,7663 23975 21058 19151 2717 25134 5284 5621 16320 15655
1968,7426 25702 18494 8897 18515 16489 21674 17586 592 13763
1969,5076 175 24546 6 12087 19563 2005 6874 5709 25526
1970,4293 2276 20146 13552 12799 4852 4007 14401 275 1762
1971,19480 14895 19089 19709 14912 16248 20726 11542 20573 21871
1972,12061 22128 561 9438 21342 4512 7202 15564 10269 14595
1973,13875 1651 22487 25882 14597 17024 6923 21430 21888 1026
1974,7728 195 12538 21099 14666 10567 695 3124 8990 16069
1975,10851 20348 6828 11403 11566 13217 16522 14625 23949 2523
1976,17729 13552 24985 12411 341 4115 13433 14104 3722 5284
1977,2426 25407 10834 25596 23154 9555 10594 8316 5952 3737
1978,21552 25116 19094 9591 3230 11618 19480 2426 8920 18054
1979,23204 24967 4956 10187 21786 13597 23778 11097 7613 18234
1980,16218 8559 13541 25461 20450 1863 14295 5316 9591 5431
1981,17229 22121 7114 12601 5784 7388 20058 6446 19468 12818
1982,17546 15196 5150 18419 14684 9511 4257 24355 17517 20308
1983,8264 21072 15298 3547 7553 8627 5557 3386 21180 4296
1984,19874 4502 8544 1714 10418 18419 14684 4209 24410 20391
1985,10979 13764 17514 11716 8544 21552 16972 14978 3348 6016
1986,9541 973 13553 12404 8484 21975 21150 17619 11067 20943
1987,8102 6210 18174 20479 16439 4855 6450 7006 3326 16485
1988,20969 25407 1242 16577 1685 23430 12601 21355 5930 14356
1989,14684 19874 4502 15234 1714 5869 4698 597 9018 15363
1990,24075 22554 9438 18293 10786 10269 12923 5942 12061 9851
1991,15691 10594 22121 24075 19089 7991 1240 16772 23141 16928
1992,466 8544 14943 1863 14813 6721 7583 18568 12321 17151
1993,7494 20146 12409 16630 19709 23600 12914 2665 17723 5044
1994,9555 23154 1583 7095 10594 12818 16772 19468 22121 3812
1995,6760 5562 7444 3059 129 8145 6239 23628 15413 21527
1996,2426 25407 1583 17156 10834 9555 11834 18392 15691 3230
1997,24075 9438 25675 5942 1888 12061 23799 9851 22554 19089
1998,17637 19874 8395 20345 359 24711 16324 14684 20308 2570
1999,19089 22121 23154 13294 9555 16630 12409 2236 2665 4147
2000,4620 18190 15327 11764 20750 2300 13541 18114 2432 13030
2001,24075 25675 22554 15564 23799 12061 19089 8538 13118 19308
2002,10269 25675 9438 12061 9851 10786 5942 22554 23799 13118
2003,8769 11083 17951 22655 13870 9002 22801 4114 6691 9913
2004,1573 18574 5671 20087 22010 6878 5966 24958 23154 11130
2005,16991 484 15402 6446 2001 23651 11121 10076 7363 7292
2006,10592 1397 24677 9035 13957 6797 22354 12453 12257 15394
2007,7494 23481 20095 6198 11900 22121 19525 9438 6076 7094
2008,25675 24075 25407 10269 5942 8538 12061 17525 8894 10786
2009,20919 2812 23844 16871 2937 19577 13954 25923 2667 1092
2010,711 3630 11812 5966 78 18647 1573 7015 2650 23061
2011,7117 5491 19043 6865 11540 154 3418 21047 15000 14532
2012,19281 24546 12087 377 14231 9006 18547 24199 22817 21617
2013,16270 18893 1939 3009 277 13661 20390 1698 22592 5106
2014,16630 12409 7494 17723 20146 19525 23600 23481 2665 11658
2015,20841 15903 17546 3971 19511 7568 10766 15196 5150 17517
2016,22314 4257 10073 10086 25924 1573 24070 4203 1366 14827
2017,24484 15764 17820 8064 5412 18122 10807 18569 4803 57
2018,19089 19468 11295 5044 8990 23600 20095 18317 25407 18984
2019,7030 12666 13954 11855 10210 10874 9228 15914 16108 11949
2020,2125 23981 17561 22438 18116 8758 7912 201 11101 3759
2021,25596 17723 2533 19525 17257 12409 13074 2188 3737 8431
2022,7494 23600 19709 12409 16630 23481 17723 2665 5044 6198
2023,25675 9438 10269 12061 12923 10786 25463 14595 4512 3803
2024,484 13226 22226 15196 23651 20688 5497 20691 10590 11830
2025,1939 8251 25071 14643 9591 18893 10979 9732 7601 22000
2026,17760 19480 21552 8544 11730 525 1863 9664 15714 8251
2027,22359 25903 10789 12293 20802 21982 10493 20856 1378 20130
2028,19792 20565 9609 23505 9139 11900 3070 11899 25779 7663
2029,14684 4502 19874 20553 17668 4257 24075 7883 6691 19879
2030,18293 1863 6294 21342 25675 22128 9591 19453 5185 25046
2031,13424 14488 3456 13502 14315 8709 21216 20747 8558 24797
2032,22128 18293 6294 7037 11539 16950 5185 25046 19773 21342
2033,6600 11931 16481 3966 14678 21616 22622 24546 21248 19737
2034,25675 22554 9438 18293 3803 12923 22750 19564 4512 7202
2035,9703 1810 23071 19379 9966 16183 24109 24877 9554 21092
2036,22883 17923 16223 11133 18029 24075 20178 2068 13294 7384
2037,22774 21691 16481 19744 3966 3285 8152 1638 8475 24438
2038,25407 10594 6734 2426 1583 15691 10834 19468 10946 8990
2039,1863 7266 4940 8560 18122 1960 21552 22645 14385 20711
2040,19089 23244 7494 24128 20146 12409 17723 19709 2665 16630
2041,3744 11295 4147 13294 15572 21061 16651 19769 3260 1846
2042,15030 4146 8870 21488 4783 19895 2095 12671 5216 15958
2043,9438 25675 5942 12061 22554 9851 10786 23799 19089 25407
2044,8097 24577 25407 17819 20146 5952 7583 8990 23141 4878
2045,19189 24859 12435 1289 22135 1217 18352 19629 25632 21374
2046,9438 25675 5942 12061 22554 23799 10786 9851 19089 8538
2047,13680 15787 23854 4720 552 12770 19117 6888 3323 170
2048,23468 7049 6446 10162 2159 15196 13845 15402 25044 15234
2049,25596 11533 8860 15169 6708 4541 8410 20974 4982 19092
2050,1704 19202 21756 6699 24617 3393 21211 7555 20716 22565
2051,16446 6461 2059 13418 1009 7851 18002 15144 22068 13138
2052,5032 13609 8709 20333 18793 23328 497 22356 15182 14674
2053,5717 18190 12341 9284 7885 454 13541 11764 24721 921
2054,11633 25463 18293 24075 10301 3803 25230 15877 4512 17502
2055,19655 21649 11148 13791 18241 21277 23146 2492 10735 10792
2056,10269 9438 7444 2040 25675 6239 21093 12499 3108 3059
2057,19468 25407 2426 16772 5044 4878 25675 7728 12466 6446
2058,13118 23799 19168 16035 7369 24405 17284 5332 10807 24957
2059,23621 2507 24270 11984 11618 16567 7223 6198 5945 23510
2060,13786 1058 9170 24140 25766 8702 5076 3173 5082 11702
2061,14903 24355 17668 20308 20066 11114 14684 20964 2840 16562
2062,13424 8709 5032 14488 13231 13609 8558 13502 3456 16941
2063,16301 7030 23844 15663 15635 8979 13954 24604 19577 2667
2064,24484 3997 11153 5399 4979 57 18569 10269 5730 16711
2065,17668 15207 14684 12441 18512 24355 16538 15562 18399 19874
2066,20496 21552 24410 22511 11452 1863 14023 14456 5717 4209
2067,10269 25675 9438 12061 22554 8529 21375 18501 19891 5942
2068,23536 6088 21854 19114 13541 9315 5717 3983 7235 2868
2069,2333 23536 19439 4796 2996 4055 749 9278 3176 15587
2070,24075 16214 9514 19113 2733 8385 14130 11841 12652 1911
2071,10450 18190 18528 5717 23536 24561 15459 11792 22646 16736
2072,25693 24075 16620 959 23020 10269 14890 9699 13115 3086
2073,18539 25536 6860 20089 6076 25040 15622 21114 13211 1203
2074,10269 25675 9438 12061 5942 9851 22554 10786 23799 13118
2075,10762 12945 13490 22121 21140 11599 1774 25480 201 17919
2076,18293 22750 21552 6294 25046 21342 16537 15790 18804 13902
2077,19089 19480 5522 12409 16630 23600 17723 18984 2665 8894
2078,25675 8491 17860 7487 24075 4296 16647 22410 3506 44
2079,23536 21854 9315 5717 13541 6088 23127 15459 12061 9284
2080,16112 3469 7885 16767 11987 3668 10203 9797 11716 14658
2081,18759 10777 10457 17468 19551 20416 17378 16091 17453 8998
2082,2337 3037 5187 19518 21139 13497 3199 17586 23197 13388
2083,24075 22554 9438 18293 12923 10269 10786 5942 12061 25260
2084,25407 23154 10594 9555 15691 6734 7991 9701 23141 17156
2085,24075 9438 5942 25675 19089 8538 23799 12061 13118 22554
2086,9035 17143 22696 3506 16150 10338 1569 13094 11844 2858
2087,7144 18636 16775 15234 25083 3971 10766 25642 7333 12142
2088,18293 2914 22750 25046 22128 21552 21342 8590 5185 19620
2089,4651 9989 8603 7979 22811 21766 18837 11861 2491 8472
2090,22554 24075 9438 2697 19922 18293 12923 9602 20586 22584
